caption_id,caption_text,caption_type,created_ts,status,language,explicitness_level,primary_theme,primary_tone,cta_type,time_of_day_fit,persona_hint,price_hint_band,price_hint_value,char_len,word_count,emoji_count,has_hashtag,has_mention,has_price_placeholder,has_name_placeholder,has_currency_symbol,tags_csv,is_paid,is_mass_msg,is_wallpost
9a81f600550868dfef5679c09984a5ec324c5cc2228b752146e79b2171237500,"I have something really spicy to show you, do you want to see it?😉",BUMP,2025-07-29T21:16:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,66,14,1,False,False,False,False,False,True,False
291be440ab916ddd5d45c356766023243c5d97c16417857778b9ee86eb5f2974,good morning ;3 what are you looking to see today from me today;),BUMP,2025-09-15T22:39:34.140491Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,65,13,0,False,False,False,False,False,True,False
869b70adf7d6ddecbb43f56cc9c1c4b54bd1764ad5ecc507793c0c2d8546d4ac,Strip until topless or full nude? 💕,BUMP,2025-07-29T23:32:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,35,7,1,False,False,False,False,False,True,False
ca109587b74cc461fddc268b5cd6323cee9655661c71248d9d27d505799c044a,Do you like peaches? 🍑,BUMP,2025-07-30T00:41:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,22,5,1,False,False,False,False,False,True,False
5c8af16f3b2cf69ea45cd4f5e0ed28a339450083bbbaf368d6c6e6d696742983,I know you had a long day baby cum relax with me ill take care of you ;),BUMP,2025-08-20T00:00:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,72,18,0,False,False,False,False,False,True,False
1b5652614631a8d4ef3da0269a22e9334ebc6aed3c743c49dc5427e04f4b7a1b,Does it turn you on when I talk dirty to you? 😏,BUMP,2025-07-27T23:02:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,47,12,1,False,False,False,False,False,True,False
a47118eb26bd3ff82935508050fa9d35e7f5dd695f44aa771c800984aac6aeaa,What's your favorite type of foreplay?😈,BUMP,2025-08-06T11:35:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,39,6,1,False,False,False,False,False,True,False
403149c1351eb1e55ebf20f927d36244127351245f2ffaeb5e8868ff064bc8e6,I have something special for you here babe 😻I think you going to like it! Wanna see?,BUMP,2025-08-17T03:09:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,84,17,1,False,False,False,False,False,True,False
069a1a1953baf9034a0185facc3ad1833ae499b26dd8f9f0af2f5a438156621b,You ever made someone shake just from using your mouth? 🙈,BUMP,2025-08-10T10:29:00Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,57,11,1,False,False,False,False,False,True,False
deec40c245b5a918945d2c34157faf44f52beff5999ae61ddeaf726819e4f4bb,my pussy is still throbbing from that last vid baby 😈🙈,BUMP,2025-09-15T22:39:34.140491Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,54,11,2,False,False,False,False,False,True,False
0ea388a40c04a0133b9db4ee78b87ff52d8d7a9740bc0ed1885f7e2eaffe3b9b,Hopefully that last message cheered you up a bit daddy 😘,BUMP,2025-09-15T22:39:34.140491Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,56,11,1,False,False,False,False,False,True,False
7176ad3fc07f35217e7e29a998729176f67ab5bbfb7f271d13f1a3095dd503d8,did that last message make you cum daddy 💦😜,BUMP,2025-09-15T22:39:34.140491Z,EROS CAPTION LOGGER- MASS MESSAGE  BUMPS.csv,ACTIVE,43,9,2,False,False,False,False,False,True,False
